txn_id,customer_id,txn_ts,store_id,channel,gross_revenue,items_count
T0000001459,17886,2025-01-04 19:15:00,86,Store,15.01,3
T0000001460,17945,2025-01-04 08:55:00,86,Store,43.89,5
T0000001461,17992,2025-01-04 10:40:00,49,Online,35.68,3
T0000001462,18001,2025-01-04 15:51:00,116,Store,18.39,3
T0000001463,18001,2025-01-04 11:50:00,85,Store,30.78,5
T0000001464,18019,2025-01-04 09:25:00,12,Store,24.12,4
T0000001465,18019,2025-01-04 18:10:00,75,Store,18.2,2
T0000001466,18041,2025-01-04 20:59:00,111,Store,11.81,1
T0000001467,18055,2025-01-04 12:28:00,64,Store,40.72,3
T0000001468,18087,2025-01-04 20:48:00,117,Store,40.84,2
T0000001469,18132,2025-01-04 19:53:00,109,Store,30.97,3
T0000001470,18212,2025-01-04 08:25:00,59,Online,28.72,3
T0000001471,18250,2025-01-04 16:15:00,78,Online,26.15,2
T0000001472,18297,2025-01-04 15:09:00,63,Online,40.68,3
T0000001473,18369,2025-01-04 17:06:00,44,Store,33.72,4
T0000001474,18425,2025-01-04 20:48:00,31,Online,26.95,2
T0000001475,18549,2025-01-04 14:03:00,107,Store,13.87,2
T0000001476,18549,2025-01-04 17:02:00,92,Store,13.18,1
T0000001477,18667,2025-01-04 16:40:00,94,Store,7.66,2
T0000001478,18766,2025-01-04 11:26:00,99,Store,15.65,3
T0000001479,18766,2025-01-04 18:16:00,42,Store,19.23,4
T0000001480,18770,2025-01-04 17:59:00,86,Store,8.06,1
T0000001481,18790,2025-01-04 15:10:00,84,Store,26.97,3
T0000001482,18881,2025-01-04 10:27:00,13,Store,19.03,1
T0000001483,18984,2025-01-04 13:03:00,42,Store,6.77,1
T0000001484,19000,2025-01-04 18:02:00,108,Store,31.15,4
T0000001485,19032,2025-01-04 19:37:00,119,Store,30.19,3
T0000001486,19172,2025-01-04 18:45:00,34,Store,5.07,1
T0000001487,19257,2025-01-04 08:34:00,41,Store,13.87,2
T0000001488,19303,2025-01-04 12:53:00,93,Store,27.95,3
T0000001489,19361,2025-01-04 19:40:00,6,Store,5.74,2
T0000001490,19433,2025-01-04 20:56:00,38,Store,11.79,1
T0000001491,19437,2025-01-04 09:03:00,83,Store,39.27,7
T0000001492,19523,2025-01-04 13:13:00,65,Store,25.05,4
T0000001493,19538,2025-01-04 11:52:00,83,Online,37.07,5
T0000001494,19591,2025-01-04 14:36:00,31,Store,26.77,3
T0000001495,19591,2025-01-04 13:43:00,92,Store,20.74,3
T0000001496,19771,2025-01-04 19:42:00,98,Store,14.32,1
T0000001497,19831,2025-01-04 15:22:00,55,Online,13.83,2
T0000001498,19877,2025-01-04 13:44:00,20,Store,23.06,3
T0000001499,19898,2025-01-04 09:24:00,112,Online,7.03,1
T0000001500,19898,2025-01-04 15:41:00,45,Store,23.76,4
T0000001501,19965,2025-01-04 08:07:00,78,Store,21.81,2
T0000001502,20150,2025-01-04 15:11:00,41,Online,20.54,3
T0000001503,20150,2025-01-04 20:15:00,97,Store,34.43,3
T0000001504,20169,2025-01-04 14:30:00,24,Store,24.48,4
T0000001505,20238,2025-01-04 13:08:00,93,Store,9.29,1
T0000001506,20335,2025-01-04 13:06:00,27,Online,21.45,3
T0000001507,20385,2025-01-04 19:51:00,13,Store,54.6,6
T0000001508,20385,2025-01-04 09:23:00,28,Store,15.99,3
T0000001509,20398,2025-01-04 15:42:00,27,Store,14.77,2
T0000001510,20398,2025-01-04 18:08:00,39,Store,12.96,3
T0000001511,20586,2025-01-04 15:58:00,95,Store,10.92,1
T0000001512,20599,2025-01-04 19:31:00,53,Store,30.15,2
T0000001513,20678,2025-01-04 19:41:00,85,Online,38.0,5
T0000001514,20721,2025-01-04 20:49:00,79,Store,21.49,3
T0000001515,20733,2025-01-04 11:59:00,34,Store,12.78,1
T0000001516,20739,2025-01-04 13:47:00,56,Store,24.58,3
T0000001517,20750,2025-01-04 10:24:00,63,Online,26.18,5
T0000001518,20750,2025-01-04 12:13:00,29,Store,14.2,1
T0000001519,20792,2025-01-04 10:43:00,54,Store,36.45,3
T0000001520,20812,2025-01-04 14:45:00,107,Online,14.94,1
T0000001521,20846,2025-01-04 17:19:00,23,Store,25.63,5
T0000001522,20848,2025-01-04 14:48:00,35,Store,21.89,1
T0000001523,20857,2025-01-04 14:17:00,28,Store,47.22,6
T0000001524,20867,2025-01-04 14:08:00,41,Store,17.56,3
T0000001525,20890,2025-01-04 10:49:00,109,Store,47.48,5
T0000001526,20894,2025-01-04 09:04:00,57,Store,14.63,2
T0000001527,20920,2025-01-04 20:36:00,93,Store,13.98,2
T0000001528,20962,2025-01-04 14:46:00,119,Online,21.48,3
T0000001529,20962,2025-01-04 10:04:00,66,Store,14.1,3
T0000001530,20972,2025-01-04 11:40:00,89,Store,26.87,5
T0000001531,21076,2025-01-04 09:03:00,54,Online,22.11,2
T0000001532,21196,2025-01-04 19:18:00,40,Online,11.63,2
T0000001533,21218,2025-01-04 17:00:00,96,Store,42.72,5
T0000001534,21291,2025-01-04 17:17:00,30,Store,11.46,1
T0000001535,21349,2025-01-04 17:45:00,87,Store,10.13,1
T0000001536,21384,2025-01-04 13:53:00,99,Online,49.17,6
T0000001537,21536,2025-01-04 08:50:00,72,Store,4.31,1
T0000001538,21536,2025-01-04 18:54:00,53,Store,48.72,4
T0000001539,21571,2025-01-04 09:43:00,84,Store,17.16,3
T0000001540,21571,2025-01-04 17:13:00,49,Store,31.68,2
T0000001541,21674,2025-01-04 13:11:00,2,Store,16.29,2
T0000001542,21720,2025-01-04 18:04:00,73,Store,22.11,2
T0000001543,21732,2025-01-04 10:11:00,77,Store,31.09,5
T0000001544,21741,2025-01-04 13:45:00,76,Store,16.31,2
T0000001545,21741,2025-01-04 15:26:00,44,Online,27.75,3
T0000001546,21768,2025-01-04 20:31:00,7,Store,18.51,2
T0000001547,21768,2025-01-04 13:51:00,108,Online,20.43,5
T0000001548,21813,2025-01-04 12:53:00,61,Store,11.61,1
T0000001549,21813,2025-01-04 10:06:00,16,Online,25.53,2
T0000001550,21870,2025-01-04 12:55:00,107,Online,67.71,8
T0000001551,21899,2025-01-04 16:40:00,68,Store,37.02,6
T0000001552,21913,2025-01-04 16:00:00,31,Store,28.25,3
T0000001553,21915,2025-01-04 20:15:00,56,Store,38.77,5
T0000001554,22063,2025-01-04 18:49:00,109,Store,5.33,1
T0000001555,22098,2025-01-04 10:58:00,100,Store,9.76,1
T0000001556,22098,2025-01-04 19:49:00,24,Online,21.1,4
T0000001557,22244,2025-01-04 18:14:00,29,Store,15.02,1
T0000001558,22264,2025-01-04 08:04:00,31,Store,14.73,3
T0000001559,22293,2025-01-04 20:40:00,16,Online,7.15,1
T0000001560,22325,2025-01-04 17:04:00,24,Online,16.93,4
T0000001561,22412,2025-01-04 12:03:00,95,Store,16.09,3
T0000001562,22572,2025-01-04 14:08:00,89,Store,44.52,4
T0000001563,22625,2025-01-04 14:03:00,55,Store,19.24,2
T0000001564,22625,2025-01-04 18:26:00,6,Store,9.09,1
T0000001565,22660,2025-01-04 15:24:00,76,Online,13.78,1
T0000001566,22660,2025-01-04 20:33:00,53,Store,25.08,2
T0000001567,22674,2025-01-04 14:08:00,30,Store,11.5,2
T0000001568,22772,2025-01-04 08:14:00,40,Store,12.56,3
T0000001569,22870,2025-01-04 17:59:00,39,Online,26.03,2
T0000001570,22878,2025-01-04 18:52:00,104,Online,10.28,1
T0000001571,22879,2025-01-04 08:07:00,14,Store,14.5,1
T0000001572,22967,2025-01-04 08:02:00,90,Store,28.0,5
T0000001573,22970,2025-01-04 17:41:00,60,Store,9.82,2
T0000001574,22984,2025-01-04 16:11:00,14,Store,15.05,3
T0000001575,22984,2025-01-04 15:44:00,87,Store,9.93,3
T0000001576,22995,2025-01-04 10:05:00,118,Store,16.34,4
T0000001577,23116,2025-01-04 17:45:00,63,Online,14.8,2
T0000001578,23123,2025-01-04 08:41:00,83,Online,22.71,3
T0000001579,23367,2025-01-04 14:01:00,85,Store,40.22,4
T0000001580,23370,2025-01-04 13:25:00,66,Store,14.36,2
T0000001581,23421,2025-01-04 20:28:00,75,Store,23.7,1
T0000001582,23488,2025-01-04 20:08:00,40,Store,32.87,5
T0000001583,23793,2025-01-04 11:31:00,63,Store,45.68,4
T0000001584,23873,2025-01-04 16:47:00,85,Store,14.97,2
T0000001585,23893,2025-01-04 15:48:00,57,Store,31.42,5
T0000001586,23924,2025-01-04 09:06:00,40,Store,31.44,3
T0000001587,24082,2025-01-04 12:25:00,112,Store,12.41,2
T0000001588,24082,2025-01-04 20:14:00,88,Online,33.72,4
T0000001589,24188,2025-01-04 10:23:00,43,Store,9.58,2
T0000001590,24188,2025-01-04 14:33:00,93,Online,20.56,4
T0000001591,24205,2025-01-04 18:12:00,116,Store,17.63,2
T0000001592,24325,2025-01-04 15:15:00,87,Store,52.15,7
T0000001593,24442,2025-01-04 17:13:00,82,Online,24.83,5
T0000001594,24498,2025-01-04 19:38:00,33,Store,35.18,3
T0000001595,24542,2025-01-04 19:39:00,94,Store,10.84,1
T0000001596,24585,2025-01-04 08:16:00,29,Store,12.15,2
T0000001597,24617,2025-01-04 10:33:00,84,Online,43.86,6
T0000001598,24617,2025-01-04 09:12:00,96,Store,12.83,1
T0000001599,24620,2025-01-04 16:55:00,48,Store,8.23,1
T0000001600,24620,2025-01-04 13:12:00,22,Store,13.08,1
T0000001601,24731,2025-01-04 15:59:00,52,Online,11.99,1
T0000001602,24731,2025-01-04 15:33:00,79,Online,46.5,7
T0000001603,126,2025-01-05 09:59:00,46,Store,10.56,1
T0000001604,161,2025-01-05 14:21:00,74,Online,24.75,2
T0000001605,244,2025-01-05 15:20:00,114,Online,13.28,2
T0000001606,251,2025-01-05 20:08:00,6,Store,12.47,2
T0000001607,276,2025-01-05 19:18:00,118,Store,38.54,4
T0000001608,426,2025-01-05 19:51:00,3,Online,12.6,2
T0000001609,744,2025-01-05 17:39:00,97,Store,34.64,6
T0000001610,760,2025-01-05 19:23:00,71,Store,9.17,2
T0000001611,776,2025-01-05 15:04:00,97,Store,14.75,1
T0000001612,776,2025-01-05 18:55:00,73,Store,18.37,2
T0000001613,893,2025-01-05 15:33:00,42,Store,12.46,1
T0000001614,1051,2025-01-05 20:57:00,58,Online,16.85,1
T0000001615,1163,2025-01-05 08:41:00,41,Store,12.37,3
T0000001616,1202,2025-01-05 20:11:00,20,Store,16.31,1
T0000001617,1462,2025-01-05 14:00:00,93,Online,29.29,3
T0000001618,1611,2025-01-05 16:50:00,100,Store,24.74,3
T0000001619,1710,2025-01-05 08:55:00,75,Store,16.29,3
T0000001620,1792,2025-01-05 15:56:00,41,Store,25.7,3
T0000001621,1805,2025-01-05 17:38:00,69,Store,38.48,5
T0000001622,1806,2025-01-05 10:28:00,20,Store,17.89,2
T0000001623,1850,2025-01-05 10:49:00,48,Store,8.36,1
T0000001624,1970,2025-01-05 20:20:00,63,Online,20.76,2
T0000001625,1970,2025-01-05 20:27:00,96,Store,32.09,2
T0000001626,2038,2025-01-05 20:46:00,110,Store,41.0,4
T0000001627,2038,2025-01-05 16:38:00,91,Store,58.11,5
T0000001628,2053,2025-01-05 19:12:00,32,Store,26.93,4
T0000001629,2064,2025-01-05 09:05:00,28,Store,10.64,2
T0000001630,2075,2025-01-05 13:13:00,7,Store,18.9,2
T0000001631,2081,2025-01-05 13:40:00,107,Store,31.65,3
T0000001632,2382,2025-01-05 18:15:00,52,Online,14.45,1
T0000001633,2394,2025-01-05 19:12:00,79,Store,7.73,1
T0000001634,2472,2025-01-05 14:19:00,119,Store,11.31,1
T0000001635,2476,2025-01-05 09:46:00,116,Store,24.28,3
T0000001636,2554,2025-01-05 13:54:00,116,Store,26.93,2
T0000001637,2584,2025-01-05 15:07:00,77,Online,19.59,1
T0000001638,2602,2025-01-05 20:57:00,4,Store,11.94,2
T0000001639,2775,2025-01-05 15:46:00,29,Online,18.37,3
T0000001640,2962,2025-01-05 11:29:00,43,Online,19.04,2
T0000001641,3055,2025-01-05 13:24:00,119,Store,28.71,2
T0000001642,3083,2025-01-05 09:26:00,42,Store,11.34,1
T0000001643,3090,2025-01-05 16:24:00,90,Store,14.63,2
T0000001644,3180,2025-01-05 14:41:00,20,Online,27.51,4
T0000001645,3276,2025-01-05 10:56:00,92,Store,10.78,2
T0000001646,3314,2025-01-05 14:21:00,119,Store,35.61,5
T0000001647,3360,2025-01-05 12:23:00,56,Store,21.13,3
T0000001648,3375,2025-01-05 17:24:00,32,Store,38.67,4
T0000001649,3387,2025-01-05 17:36:00,43,Store,11.97,1
T0000001650,3387,2025-01-05 12:02:00,68,Store,14.6,3
T0000001651,3660,2025-01-05 19:52:00,15,Store,28.65,2
T0000001652,3704,2025-01-05 19:00:00,71,Store,27.11,4
T0000001653,3711,2025-01-05 19:31:00,117,Store,17.79,1
T0000001654,3769,2025-01-05 13:51:00,6,Store,13.92,2
T0000001655,3833,2025-01-05 14:53:00,45,Store,13.94,2
T0000001656,3976,2025-01-05 17:04:00,112,Store,20.94,2
T0000001657,3991,2025-01-05 15:27:00,8,Store,18.09,1
T0000001658,4119,2025-01-05 16:23:00,77,Store,22.98,2
T0000001659,4126,2025-01-05 08:31:00,3,Online,33.02,4
T0000001660,4167,2025-01-05 12:00:00,63,Store,63.17,7
T0000001661,4266,2025-01-05 09:47:00,84,Store,58.1,7
T0000001662,4302,2025-01-05 17:15:00,119,Store,11.02,2
T0000001663,4336,2025-01-05 12:24:00,51,Online,26.81,2
T0000001664,4360,2025-01-05 11:36:00,54,Online,22.73,3
T0000001665,4441,2025-01-05 18:35:00,65,Store,20.95,1
T0000001666,4530,2025-01-05 18:02:00,13,Store,18.44,2
T0000001667,4633,2025-01-05 17:09:00,26,Online,64.09,8
T0000001668,4678,2025-01-05 11:04:00,45,Store,30.32,3
T0000001669,4751,2025-01-05 13:31:00,16,Store,12.11,2
T0000001670,4865,2025-01-05 18:25:00,97,Store,13.01,1
T0000001671,4913,2025-01-05 14:51:00,116,Online,15.81,1
T0000001672,4927,2025-01-05 09:57:00,91,Store,31.73,3
T0000001673,5064,2025-01-05 19:57:00,7,Store,17.37,3
T0000001674,5114,2025-01-05 11:26:00,89,Online,26.43,4
T0000001675,5162,2025-01-05 17:38:00,46,Store,15.63,2
T0000001676,5178,2025-01-05 17:57:00,100,Store,22.48,1
T0000001677,5233,2025-01-05 13:22:00,6,Store,13.28,2
T0000001678,5238,2025-01-05 09:13:00,52,Store,25.13,4
T0000001679,5253,2025-01-05 20:51:00,32,Store,30.95,3
T0000001680,5260,2025-01-05 15:52:00,102,Store,9.3,3
T0000001681,5273,2025-01-05 14:04:00,104,Online,35.87,3
T0000001682,5304,2025-01-05 11:07:00,56,Online,25.87,3
T0000001683,5326,2025-01-05 20:20:00,5,Store,18.18,4
T0000001684,5517,2025-01-05 11:32:00,74,Store,32.79,4
T0000001685,5547,2025-01-05 11:26:00,116,Store,6.39,2
T0000001686,5553,2025-01-05 19:38:00,32,Store,24.93,4
T0000001687,5556,2025-01-05 09:11:00,25,Store,22.26,3
T0000001688,5585,2025-01-05 20:32:00,16,Online,38.1,4
T0000001689,5701,2025-01-05 08:15:00,97,Online,13.67,1
T0000001690,5775,2025-01-05 14:29:00,66,Store,2.67,1
T0000001691,5775,2025-01-05 18:30:00,55,Online,30.97,3
T0000001692,5975,2025-01-05 11:16:00,107,Online,27.87,3
T0000001693,5985,2025-01-05 19:16:00,67,Store,39.24,6
T0000001694,6010,2025-01-05 12:09:00,108,Store,10.6,1
T0000001695,6010,2025-01-05 13:50:00,16,Store,25.74,3
T0000001696,6121,2025-01-05 13:44:00,102,Store,10.84,1
T0000001697,6152,2025-01-05 13:36:00,79,Online,25.03,4
T0000001698,6152,2025-01-05 18:04:00,89,Store,8.86,1
T0000001699,6180,2025-01-05 17:08:00,3,Store,39.57,5
T0000001700,6180,2025-01-05 16:46:00,29,Online,25.03,4
T0000001701,6247,2025-01-05 12:59:00,45,Store,10.74,1
T0000001702,6285,2025-01-05 13:59:00,51,Online,27.96,4
T0000001703,6411,2025-01-05 18:55:00,71,Store,10.7,1
T0000001704,6792,2025-01-05 09:04:00,64,Store,17.05,2
T0000001705,6932,2025-01-05 15:48:00,116,Store,21.92,2
T0000001706,7114,2025-01-05 10:14:00,6,Store,16.22,2
T0000001707,7136,2025-01-05 10:45:00,113,Store,21.38,5
T0000001708,7172,2025-01-05 18:31:00,9,Store,50.1,6
T0000001709,7191,2025-01-05 20:22:00,66,Store,30.85,4
T0000001710,7451,2025-01-05 15:31:00,25,Store,49.77,6
T0000001711,7585,2025-01-05 13:45:00,82,Store,53.46,6
T0000001712,7585,2025-01-05 11:30:00,26,Store,20.82,3
T0000001713,7596,2025-01-05 17:29:00,51,Store,14.35,1
T0000001714,7683,2025-01-05 08:45:00,46,Store,22.39,2
T0000001715,7694,2025-01-05 13:13:00,48,Store,27.33,5
T0000001716,7776,2025-01-05 15:50:00,96,Store,38.11,5
T0000001717,7868,2025-01-05 09:51:00,101,Store,25.22,2
T0000001718,7891,2025-01-05 19:54:00,14,Online,21.85,4
T0000001719,8092,2025-01-05 13:28:00,52,Store,18.79,2
T0000001720,8133,2025-01-05 18:18:00,58,Store,14.34,2
T0000001721,8134,2025-01-05 10:45:00,23,Store,22.11,2
T0000001722,8242,2025-01-05 18:31:00,15,Store,19.16,3
T0000001723,8261,2025-01-05 15:55:00,55,Store,33.89,4
T0000001724,8275,2025-01-05 13:10:00,27,Online,9.05,1
T0000001725,8343,2025-01-05 16:10:00,115,Store,30.76,5
T0000001726,8510,2025-01-05 18:55:00,110,Store,14.73,1
T0000001727,8530,2025-01-05 11:56:00,74,Online,23.61,2
T0000001728,8736,2025-01-05 18:16:00,49,Store,18.61,3
T0000001729,8743,2025-01-05 19:04:00,22,Online,36.77,3
T0000001730,8864,2025-01-05 09:52:00,21,Store,30.38,4
T0000001731,8911,2025-01-05 08:22:00,36,Store,7.34,1
T0000001732,9090,2025-01-05 19:47:00,53,Online,17.12,3
T0000001733,9156,2025-01-05 20:41:00,12,Store,29.18,3
T0000001734,9244,2025-01-05 08:39:00,102,Online,8.52,1
T0000001735,9622,2025-01-05 16:47:00,73,Store,22.4,2
T0000001736,9622,2025-01-05 11:25:00,55,Online,33.36,6
T0000001737,9697,2025-01-05 16:08:00,107,Store,53.63,6
T0000001738,9755,2025-01-05 11:14:00,88,Store,19.41,2
T0000001739,9821,2025-01-05 14:33:00,102,Store,16.33,1
T0000001740,9833,2025-01-05 13:52:00,29,Store,21.97,4
T0000001741,9833,2025-01-05 16:06:00,94,Online,10.15,2
T0000001742,9883,2025-01-05 19:32:00,32,Store,18.58,3
T0000001743,9977,2025-01-05 18:45:00,80,Store,28.84,6
T0000001744,10006,2025-01-05 16:54:00,20,Store,21.67,4
T0000001745,10040,2025-01-05 10:31:00,77,Store,15.45,1
T0000001746,10080,2025-01-05 19:25:00,73,Store,18.97,1
T0000001747,10204,2025-01-05 10:06:00,27,Store,22.69,2
T0000001748,10241,2025-01-05 08:36:00,29,Store,28.46,2
T0000001749,10241,2025-01-05 11:20:00,103,Store,23.74,1
T0000001750,10328,2025-01-05 19:24:00,116,Online,22.79,3
T0000001751,10340,2025-01-05 14:19:00,116,Store,15.49,2
T0000001752,10427,2025-01-05 12:46:00,52,Store,12.89,1
T0000001753,10442,2025-01-05 12:31:00,49,Store,39.68,5
T0000001754,10452,2025-01-05 13:16:00,116,Online,21.96,1
T0000001755,10452,2025-01-05 11:20:00,68,Online,25.76,4
T0000001756,10507,2025-01-05 12:37:00,70,Store,25.53,3
T0000001757,10507,2025-01-05 13:51:00,48,Store,39.11,4
T0000001758,10560,2025-01-05 15:31:00,65,Store,35.5,4
T0000001759,10560,2025-01-05 10:03:00,25,Store,45.92,4
T0000001760,10581,2025-01-05 19:52:00,69,Store,21.98,3
T0000001761,10602,2025-01-05 13:40:00,16,Online,12.98,1
T0000001762,10807,2025-01-05 08:33:00,66,Online,30.75,4
T0000001763,10808,2025-01-05 08:10:00,5,Store,41.34,4
T0000001764,10838,2025-01-05 15:03:00,23,Online,10.16,1
T0000001765,10838,2025-01-05 14:27:00,20,Store,16.02,1
T0000001766,10987,2025-01-05 15:38:00,114,Online,10.4,1
T0000001767,11029,2025-01-05 19:55:00,11,Store,11.71,2
T0000001768,11166,2025-01-05 17:04:00,83,Store,25.76,3
T0000001769,11187,2025-01-05 15:03:00,87,Store,33.92,2
T0000001770,11238,2025-01-05 12:48:00,26,Store,19.57,2
T0000001771,11321,2025-01-05 10:26:00,109,Online,18.2,2
T0000001772,11454,2025-01-05 10:26:00,115,Store,15.72,1
T0000001773,11458,2025-01-05 14:04:00,90,Online,13.46,1
T0000001774,11513,2025-01-05 15:01:00,82,Store,8.71,3
T0000001775,11601,2025-01-05 09:06:00,86,Store,13.75,2
T0000001776,11720,2025-01-05 18:27:00,4,Store,13.46,2
T0000001777,11725,2025-01-05 12:14:00,44,Store,31.25,3
T0000001778,11836,2025-01-05 11:00:00,77,Online,40.88,4
T0000001779,11926,2025-01-05 18:00:00,107,Store,19.93,4
T0000001780,11958,2025-01-05 11:44:00,77,Store,20.19,3
T0000001781,11958,2025-01-05 10:37:00,53,Store,23.36,4
T0000001782,12314,2025-01-05 14:07:00,54,Store,20.17,2
T0000001783,12539,2025-01-05 09:21:00,62,Store,14.95,1
T0000001784,12555,2025-01-05 18:53:00,111,Store,13.29,2
T0000001785,12623,2025-01-05 19:07:00,40,Store,27.05,4
T0000001786,12786,2025-01-05 16:34:00,88,Store,19.62,2
T0000001787,12902,2025-01-05 17:47:00,118,Store,20.2,3
T0000001788,12911,2025-01-05 17:54:00,17,Store,60.58,8
T0000001789,12934,2025-01-05 14:20:00,44,Store,42.5,5
T0000001790,12964,2025-01-05 17:35:00,22,Store,34.29,4
T0000001791,13081,2025-01-05 19:06:00,63,Online,9.03,2
T0000001792,13100,2025-01-05 10:55:00,67,Store,25.17,2
T0000001793,13124,2025-01-05 12:59:00,88,Store,19.2,3
T0000001794,13188,2025-01-05 18:20:00,104,Store,16.66,2
T0000001795,13188,2025-01-05 17:05:00,49,Store,22.22,2
T0000001796,13215,2025-01-05 11:17:00,76,Store,29.37,2
T0000001797,13418,2025-01-05 13:27:00,44,Online,15.88,2
T0000001798,13420,2025-01-05 15:09:00,101,Store,7.56,1
T0000001799,13650,2025-01-05 09:01:00,38,Store,10.04,3
T0000001800,13706,2025-01-05 08:46:00,118,Store,9.15,2
T0000001801,13706,2025-01-05 14:04:00,33,Store,14.39,4
T0000001802,13711,2025-01-05 10:26:00,106,Online,14.75,1
T0000001803,13715,2025-01-05 19:37:00,38,Store,25.78,4
T0000001804,13822,2025-01-05 09:18:00,75,Store,14.06,3
T0000001805,13833,2025-01-05 09:45:00,52,Store,28.11,3
T0000001806,13835,2025-01-05 08:05:00,94,Store,12.71,1
T0000001807,13874,2025-01-05 19:55:00,46,Store,18.19,4
T0000001808,13923,2025-01-05 11:41:00,91,Store,17.07,2
T0000001809,13968,2025-01-05 17:10:00,84,Store,20.87,1
T0000001810,13968,2025-01-05 09:09:00,81,Store,11.63,2
T0000001811,13995,2025-01-05 15:58:00,68,Store,21.58,2
T0000001812,14033,2025-01-05 20:25:00,79,Store,20.7,2
T0000001813,14221,2025-01-05 09:02:00,119,Online,20.68,3
T0000001814,14228,2025-01-05 12:55:00,11,Store,12.27,1
T0000001815,14282,2025-01-05 15:29:00,9,Online,5.96,1
T0000001816,14324,2025-01-05 14:41:00,79,Store,20.32,2
T0000001817,14391,2025-01-05 19:43:00,35,Store,11.51,2
T0000001818,14483,2025-01-05 15:12:00,97,Store,16.71,2
T0000001819,14483,2025-01-05 17:36:00,66,Store,24.5,4
T0000001820,14510,2025-01-05 17:56:00,82,Store,35.44,3
T0000001821,14519,2025-01-05 17:57:00,49,Store,33.51,1
T0000001822,14589,2025-01-05 15:30:00,72,Store,14.35,1
T0000001823,14639,2025-01-05 13:49:00,112,Online,44.7,4
T0000001824,14686,2025-01-05 15:46:00,21,Store,21.71,4
T0000001825,14736,2025-01-05 14:00:00,34,Store,8.03,2
T0000001826,14822,2025-01-05 20:54:00,3,Store,22.96,3
T0000001827,14869,2025-01-05 08:21:00,92,Store,34.3,4
T0000001828,14990,2025-01-05 14:40:00,39,Online,41.16,5
T0000001829,15012,2025-01-05 14:31:00,112,Store,20.39,2
T0000001830,15162,2025-01-05 10:59:00,69,Online,11.31,2
T0000001831,15190,2025-01-05 11:46:00,67,Store,12.89,2
T0000001832,15196,2025-01-05 12:58:00,87,Store,36.64,4
T0000001833,15229,2025-01-05 20:17:00,106,Online,32.8,4
T0000001834,15280,2025-01-05 11:09:00,81,Store,26.08,1
T0000001835,15331,2025-01-05 08:50:00,67,Store,23.82,3
T0000001836,15353,2025-01-05 11:29:00,97,Store,22.88,2
T0000001837,15457,2025-01-05 12:24:00,82,Online,28.76,2
T0000001838,15505,2025-01-05 14:26:00,119,Store,25.9,5
T0000001839,15582,2025-01-05 10:49:00,71,Online,34.09,2
T0000001840,15582,2025-01-05 15:56:00,84,Store,44.68,4
T0000001841,15595,2025-01-05 09:10:00,95,Online,28.4,3
T0000001842,15609,2025-01-05 13:36:00,94,Store,56.5,6
T0000001843,15676,2025-01-05 13:26:00,90,Store,6.92,1
T0000001844,15681,2025-01-05 12:17:00,43,Online,22.26,1
T0000001845,15784,2025-01-05 11:19:00,2,Online,7.33,1
T0000001846,15866,2025-01-05 17:05:00,94,Online,15.34,1
T0000001847,15874,2025-01-05 10:03:00,32,Store,47.15,7
T0000001848,15876,2025-01-05 17:16:00,115,Store,18.09,1
T0000001849,15881,2025-01-05 10:27:00,68,Store,7.84,1
T0000001850,15959,2025-01-05 13:40:00,115,Store,14.15,1
T0000001851,15991,2025-01-05 19:53:00,40,Store,23.34,1
T0000001852,16027,2025-01-05 14:53:00,86,Store,14.07,1
T0000001853,16078,2025-01-05 17:01:00,7,Online,14.29,1
T0000001854,16158,2025-01-05 15:05:00,21,Store,16.53,1
T0000001855,16158,2025-01-05 19:08:00,113,Store,19.17,3
T0000001856,16183,2025-01-05 19:38:00,110,Store,19.41,3
T0000001857,16207,2025-01-05 18:08:00,43,Store,20.95,3
T0000001858,16213,2025-01-05 17:57:00,27,Store,11.62,2
T0000001859,16224,2025-01-05 10:01:00,20,Store,11.73,2
T0000001860,16296,2025-01-05 18:11:00,63,Store,23.73,4
T0000001861,16348,2025-01-05 19:06:00,109,Store,18.05,2
T0000001862,16465,2025-01-05 09:52:00,3,Store,21.22,3
T0000001863,16479,2025-01-05 19:21:00,116,Store,24.32,3
T0000001864,16494,2025-01-05 09:15:00,76,Store,46.67,5
T0000001865,16549,2025-01-05 15:40:00,58,Store,19.15,3
T0000001866,16566,2025-01-05 15:45:00,100,Online,31.63,4
T0000001867,16671,2025-01-05 18:58:00,21,Online,24.2,2
T0000001868,16754,2025-01-05 15:04:00,4,Online,5.24,2
T0000001869,16876,2025-01-05 17:51:00,82,Online,11.86,1
T0000001870,16876,2025-01-05 10:24:00,82,Store,13.15,2
T0000001871,16882,2025-01-05 20:24:00,79,Store,11.16,2
T0000001872,16994,2025-01-05 13:29:00,57,Store,50.54,6
T0000001873,17002,2025-01-05 15:53:00,85,Store,24.25,3
T0000001874,17082,2025-01-05 16:37:00,92,Store,16.53,2
T0000001875,17206,2025-01-05 14:50:00,37,Store,8.28,1
T0000001876,17206,2025-01-05 16:54:00,80,Store,21.2,3
T0000001877,17239,2025-01-05 14:18:00,56,Online,26.97,4
T0000001878,17250,2025-01-05 09:34:00,30,Online,31.44,3
T0000001879,17275,2025-01-05 08:27:00,85,Store,17.6,2
T0000001880,17379,2025-01-05 19:11:00,12,Store,17.36,2
T0000001881,17379,2025-01-05 10:15:00,115,Store,16.14,2
