customer_id,signup_date,tenure_days,loyalty_tier,region,channel_pref,consent_email,consent_sms,baseline_buy_prob_daily,lifecycle
6603,2024-01-13,443,Silver,East,Email,1,0,0.016600224729419973,Warm
6604,2024-05-28,307,Silver,East,Email,1,1,0.013115768831391225,Active
6605,2024-02-07,418,Bronze,North,SMS,1,0,0.007769563395384223,Lapsed
6606,2024-07-22,252,Bronze,East,SMS,1,1,0.009454002798339108,Warm
6607,2023-02-03,787,Silver,East,Push,1,1,0.013177003077198029,Lapsed
6608,2022-10-14,899,Silver,North,Email,1,1,0.0164289582325798,Warm
6609,2024-12-18,103,Gold,North,Email,1,1,0.015359434930010449,Lapsed
6610,2023-06-15,655,Bronze,East,Email,1,1,0.013928235278452957,Active
6611,2024-05-14,321,Bronze,South,Email,1,1,0.009401340747943077,Lapsed
6612,2025-01-19,71,Bronze,East,Email,1,1,0.007322659171187702,New
6613,2022-12-20,832,Silver,North,Email,1,0,0.014936337053164592,Lapsed
6614,2025-01-07,83,Silver,North,Email,0,1,0.011555319489453163,New
6615,2024-09-03,209,Bronze,East,Email,0,1,0.011167968621763448,Warm
6616,2025-02-07,52,Bronze,North,Email,1,0,0.005744484252719229,New
6617,2024-01-16,440,Silver,North,Push,1,0,0.01652427065758083,Lapsed
6618,2023-09-27,551,Bronze,North,Email,1,1,0.011064985759108054,Warm
6619,2024-05-27,308,Silver,West,Email,1,0,0.013037417832220953,Warm
6620,2024-12-29,92,Bronze,South,Email,1,0,0.005950703503893602,Lapsed
6621,2024-11-20,131,Bronze,East,Email,1,1,0.006178658899180135,Lapsed
6622,2022-12-10,842,Bronze,East,SMS,1,0,0.011747600024431004,Warm
6623,2023-03-31,731,Platinum,South,Email,1,1,0.02260305397785517,Lapsed
6624,2022-12-07,845,Bronze,North,Email,1,1,0.011586099506577949,Lapsed
6625,2023-11-26,491,Bronze,North,Email,1,1,0.012641112461113048,Lapsed
6626,2023-11-12,505,Gold,North,Push,1,0,0.01861751643789477,Lapsed
6627,2023-04-18,713,Bronze,West,Email,1,0,0.012025975386479478,Lapsed
6628,2023-09-12,566,Bronze,East,Email,1,1,0.01242539213874311,Lapsed
6629,2024-02-16,409,Bronze,West,SMS,1,1,0.009340598473559326,Warm
6630,2024-06-21,283,Silver,West,Push,1,0,0.013451840583474987,Lapsed
6631,2024-01-04,452,Bronze,North,SMS,1,1,0.013112512925157188,Warm
6632,2025-01-05,85,Gold,East,Email,1,1,0.012417305365435984,New
6633,2024-09-15,197,Silver,South,SMS,1,1,0.012528311046795595,Warm
6634,2023-05-30,671,Silver,West,Email,1,1,0.015446196751401329,Lapsed
6635,2023-02-05,785,Bronze,West,Email,1,1,0.012620501159047918,Warm
6636,2024-12-03,118,Gold,South,Email,1,0,0.013814536299013367,Lapsed
6637,2024-12-07,114,Gold,East,Email,1,0,0.01212543203267855,Lapsed
6638,2024-12-17,104,Gold,South,Email,1,1,0.012799545741576213,Lapsed
6639,2023-04-13,718,Bronze,West,Email,1,1,0.011440603394770576,Lapsed
6640,2024-06-04,300,Silver,North,SMS,1,1,0.010700945234534062,Lapsed
6641,2024-05-21,314,Silver,South,Email,1,0,0.017020580312413436,Warm
6642,2025-02-19,40,Gold,West,Email,1,1,0.013036937274289935,New
6643,2022-11-06,876,Bronze,North,Email,1,0,0.011955323681881106,Warm
6644,2024-02-18,407,Gold,South,SMS,1,0,0.017294248937294487,Lapsed
6645,2023-04-08,723,Silver,East,SMS,0,1,0.013600475547792205,Lapsed
6646,2023-06-25,645,Gold,East,SMS,1,1,0.020757491992529246,Lapsed
6647,2024-10-29,153,Silver,North,Email,1,1,0.01228550145418553,Lapsed
6648,2023-04-04,727,Gold,North,SMS,1,1,0.016614889772796092,Warm
6649,2023-11-09,508,Bronze,South,Email,1,0,0.010264018763518673,Lapsed
6650,2023-09-23,555,Bronze,South,Email,1,1,0.011197039248967098,Warm
6651,2024-09-08,204,Bronze,West,Email,1,0,0.007329733745654958,Lapsed
6652,2023-02-24,766,Gold,East,Email,1,1,0.017257738442020373,Lapsed
6653,2022-12-12,840,Bronze,East,Email,1,0,0.013377772101599988,Warm
6654,2024-03-13,383,Silver,North,SMS,1,0,0.014415980742858698,Lapsed
6655,2024-12-11,110,Platinum,West,SMS,0,0,0.013446305017344624,Active
6656,2023-02-22,768,Gold,North,Email,0,1,0.022092022189482547,Active
6657,2023-01-19,802,Silver,West,Email,1,1,0.013399816301402478,Lapsed
6658,2023-12-17,470,Gold,West,Email,1,1,0.02332547363171474,Warm
6659,2023-10-15,533,Bronze,West,Push,1,1,0.01056299233394329,Warm
6660,2024-08-19,224,Silver,South,SMS,1,1,0.0076368780898585014,Warm
6661,2025-01-02,88,Silver,North,Email,0,0,0.013728074363803742,New
6662,2022-12-01,851,Gold,East,SMS,1,1,0.020209567815397376,Lapsed
6663,2024-01-06,450,Bronze,South,Email,1,1,0.009079334878582578,Warm
6664,2024-07-05,269,Bronze,South,Email,1,1,0.009201727393801823,Warm
6665,2023-07-07,633,Silver,East,Push,1,0,0.01638589137252561,Warm
6666,2025-02-07,52,Silver,East,Email,1,1,0.014084315379549465,New
6667,2024-12-22,99,Gold,South,Push,1,0,0.012315362245241948,Lapsed
6668,2024-08-02,241,Silver,South,Email,1,0,0.01002985257542555,Lapsed
6669,2024-02-03,422,Gold,East,SMS,1,0,0.02467945311412657,Lapsed
6670,2024-04-16,349,Silver,North,Email,1,1,0.011882202539778931,Lapsed
6671,2024-09-20,192,Gold,East,Email,1,0,0.01530795996055376,Warm
6672,2024-04-30,335,Silver,West,Email,1,1,0.012523198677810465,Warm
6673,2024-05-15,320,Bronze,West,SMS,1,0,0.008188636315571294,Warm
6674,2023-12-01,486,Bronze,East,Email,1,1,0.010324909250139593,Lapsed
6675,2023-10-29,519,Gold,East,SMS,1,1,0.018489017680814457,Lapsed
6676,2023-01-23,798,Bronze,West,Email,1,1,0.012317009410190202,Lapsed
6677,2023-03-31,731,Silver,South,SMS,1,1,0.014564782903179016,Lapsed
6678,2024-06-20,284,Bronze,West,Email,0,1,0.009027810668854944,Lapsed
6679,2023-01-06,815,Silver,North,Email,1,1,0.016990230862580454,Lapsed
6680,2023-12-04,483,Bronze,East,Email,1,1,0.007406784484065312,Lapsed
6681,2024-09-19,193,Silver,North,Email,1,0,0.012443639438674414,Lapsed
6682,2024-05-10,325,Silver,North,Email,1,0,0.01332801149656173,Warm
6683,2023-05-26,675,Bronze,East,Email,1,0,0.011136690168167027,Lapsed
6684,2023-03-18,744,Silver,North,Email,1,0,0.01708669704812818,Lapsed
6685,2024-04-10,355,Gold,South,Email,1,1,0.017614309550279397,Warm
6686,2024-10-15,167,Silver,West,Email,1,0,0.014054915406061828,Lapsed
6687,2024-09-16,196,Platinum,East,Push,1,1,0.017643447287580414,Warm
6688,2024-12-01,120,Gold,East,Email,1,0,0.014395289187535014,Warm
6689,2023-07-03,637,Silver,West,SMS,1,1,0.016319940819379663,Warm
6690,2023-12-20,467,Silver,South,Email,1,0,0.011014937698120869,Lapsed
6691,2024-02-03,422,Gold,West,Email,1,1,0.022150610963410342,Lapsed
6692,2023-07-26,614,Silver,North,SMS,1,0,0.017208657264180048,Active
6693,2023-03-12,750,Bronze,North,SMS,1,1,0.010839310368272992,Warm
6694,2023-04-09,722,Gold,South,Email,1,0,0.018633819249348812,Lapsed
6695,2024-11-02,149,Gold,West,Email,0,1,0.01713174121042499,Lapsed
6696,2023-10-06,542,Silver,North,SMS,1,1,0.014846527109410531,Active
6697,2023-01-24,797,Bronze,South,SMS,1,1,0.012698424440800247,Lapsed
6698,2023-04-28,703,Silver,East,Email,1,0,0.017601545988943004,Lapsed
6699,2024-05-19,316,Silver,West,Push,1,1,0.01251593347412748,Warm
6700,2024-03-25,371,Bronze,West,Email,0,0,0.008643540740943353,Warm
6701,2023-01-17,804,Silver,North,SMS,1,0,0.018284633530558578,Lapsed
6702,2025-02-01,58,Silver,South,Push,1,1,0.011147963652060344,New
6703,2023-11-30,487,Bronze,East,Email,1,1,0.01133408361211604,Lapsed
6704,2024-11-20,131,Silver,West,SMS,1,0,0.011822115460190448,Warm
6705,2023-01-13,808,Bronze,North,Email,0,0,0.01127949025901045,Lapsed
6706,2025-01-27,63,Gold,East,Email,1,0,0.013958107394516977,New
6707,2025-02-09,50,Bronze,North,Email,1,0,0.009824260860812601,New
6708,2024-05-19,316,Gold,North,Push,1,1,0.020432909745375965,Lapsed
6709,2024-09-08,204,Bronze,South,Email,1,1,0.010266359087607679,Warm
6710,2023-12-26,461,Gold,West,Email,0,0,0.019715835596545297,Lapsed
6711,2024-06-14,290,Silver,East,Push,1,0,0.010678434913209486,Lapsed
6712,2024-04-26,339,Bronze,South,Email,1,1,0.01398865722574885,Lapsed
6713,2023-10-27,521,Platinum,East,Email,1,1,0.021185144142869625,Lapsed
6714,2023-10-31,517,Silver,South,Email,0,1,0.015113133020306752,Lapsed
6715,2022-12-09,843,Silver,North,Push,1,0,0.016206737429936814,Lapsed
6716,2024-01-08,448,Gold,West,Email,1,0,0.023535479698602483,Lapsed
6717,2023-10-28,520,Gold,North,Push,1,0,0.024034795900068434,Warm
6718,2023-07-21,619,Silver,West,Push,0,1,0.011270581353253647,Warm
6719,2024-10-01,181,Platinum,West,Email,1,1,0.014837962144467023,Lapsed
6720,2023-07-30,610,Bronze,East,SMS,0,1,0.014088295783199218,Warm
6721,2023-02-11,779,Bronze,East,Email,1,0,0.012982537038115402,Lapsed
6722,2024-05-29,306,Bronze,West,SMS,1,0,0.00844224489878306,Lapsed
6723,2024-09-27,185,Bronze,North,Email,1,1,0.009715584418075313,Warm
6724,2024-05-04,331,Silver,East,Email,1,1,0.0128950340201517,Lapsed
6725,2024-07-05,269,Bronze,North,Email,0,0,0.009344752313080181,Warm
6726,2023-10-09,539,Silver,East,Email,1,1,0.01637422970854639,Lapsed
6727,2023-02-09,781,Bronze,East,Email,1,1,0.01236300106753728,Lapsed
6728,2023-09-30,548,Bronze,North,SMS,1,1,0.011364821297576705,Lapsed
6729,2024-11-12,139,Silver,North,Email,1,1,0.010966076590058627,Lapsed
6730,2024-06-01,303,Bronze,East,Email,1,1,0.008684233092306882,Warm
6731,2023-07-11,629,Silver,West,Email,1,1,0.014613816499932111,Lapsed
6732,2024-05-18,317,Silver,East,SMS,1,1,0.010964277947426772,Warm
6733,2023-10-08,540,Silver,South,Push,1,0,0.016642228472345554,Lapsed
6734,2023-07-07,633,Gold,West,Email,1,0,0.026114811175191568,Warm
6735,2024-05-19,316,Gold,West,SMS,1,1,0.01762319326014419,Warm
6736,2023-08-16,593,Bronze,East,Email,1,1,0.011163816044215914,Lapsed
6737,2024-03-20,376,Silver,South,SMS,0,0,0.019116618037557688,Lapsed
6738,2024-11-04,147,Bronze,South,Push,1,1,0.004842351587793036,Active
6739,2024-04-12,353,Bronze,North,Email,1,1,0.009331169663370067,Lapsed
6740,2024-02-12,413,Silver,West,Email,0,1,0.01538574077553858,Lapsed
6741,2025-02-27,32,Silver,South,Email,1,0,0.009212875037708639,New
6742,2023-01-15,806,Gold,East,Email,1,1,0.01886908599757804,Warm
6743,2023-11-28,489,Silver,West,Email,1,1,0.01967549875888202,Lapsed
6744,2025-01-29,61,Silver,East,SMS,1,1,0.01229237747693357,New
6745,2023-02-05,785,Silver,North,SMS,1,1,0.017102325508691913,Lapsed
6746,2023-02-17,773,Bronze,North,Email,1,0,0.013921474354051062,Lapsed
6747,2025-02-19,40,Bronze,East,Email,1,1,0.008169630472251702,New
6748,2024-10-11,171,Silver,North,Email,1,1,0.0139789184943672,Lapsed
6749,2024-04-19,346,Silver,North,Email,1,0,0.015908108953914108,Warm
6750,2023-12-16,471,Bronze,South,Push,1,0,0.006824266101481551,Warm
6751,2023-06-09,661,Bronze,East,SMS,1,1,0.01130571701419493,Lapsed
6752,2024-02-26,399,Bronze,East,Email,1,1,0.010460806229495894,Lapsed
6753,2023-09-16,562,Silver,North,Push,1,1,0.014221278324807445,Warm
6754,2025-02-21,38,Bronze,East,SMS,0,1,0.006196289553626202,New
6755,2023-08-07,602,Bronze,South,Email,1,0,0.01030868462555327,Lapsed
6756,2022-12-26,826,Bronze,South,SMS,1,1,0.010570278106003528,Warm
6757,2023-11-30,487,Bronze,West,Email,1,0,0.014636548650821313,Lapsed
6758,2024-01-31,425,Silver,North,Push,1,0,0.01720075424480235,Lapsed
6759,2024-06-16,288,Gold,East,Email,1,1,0.016545547693773605,Warm
6760,2022-11-22,860,Bronze,North,Push,1,0,0.014220761446018719,Lapsed
6761,2025-02-01,58,Silver,North,Email,0,1,0.010236724684469,New
6762,2024-06-25,279,Silver,East,SMS,1,1,0.008624654392718022,Lapsed
6763,2024-11-01,150,Silver,East,Email,1,1,0.010946484514933776,Lapsed
6764,2023-02-07,783,Bronze,East,Email,0,0,0.013733976675074724,Lapsed
6765,2024-01-07,449,Bronze,West,Email,1,0,0.014751790524186398,Lapsed
6766,2022-12-20,832,Gold,West,Email,1,0,0.020980369839723127,Lapsed
6767,2023-08-01,608,Gold,North,Email,1,0,0.02087464417522284,Lapsed
6768,2023-11-03,514,Bronze,East,Push,1,0,0.011242449029614434,Warm
6769,2023-12-07,480,Silver,East,Email,1,1,0.014199623371467447,Lapsed
6770,2024-09-06,206,Bronze,East,Email,1,1,0.008587515196575737,Warm
6771,2023-10-30,518,Bronze,South,Email,1,0,0.008835368442464209,Lapsed
6772,2023-07-14,626,Bronze,West,Push,1,0,0.009060712175577319,Lapsed
6773,2022-11-13,869,Silver,South,Email,1,0,0.014206789943311348,Lapsed
6774,2023-11-10,507,Bronze,West,Email,0,0,0.011098502318017102,Lapsed
6775,2022-12-06,846,Bronze,South,Email,1,1,0.008424915247324848,Warm
6776,2022-12-01,851,Bronze,West,Email,1,1,0.01168665897128516,Lapsed
6777,2023-12-03,484,Bronze,South,Email,1,1,0.011168270126220237,Active
6778,2024-02-13,412,Bronze,North,Email,1,1,0.012492852762333695,Lapsed
6779,2024-10-28,154,Silver,South,Email,1,1,0.006124728811423326,Warm
6780,2024-07-11,263,Silver,East,Email,1,1,0.013316462204483829,Lapsed
6781,2023-01-27,794,Bronze,North,Email,1,0,0.013843816907710001,Warm
6782,2024-11-01,150,Bronze,East,Email,1,0,0.009652391007639222,Lapsed
6783,2024-03-21,375,Silver,West,SMS,1,0,0.015321418305544211,Warm
6784,2023-07-03,637,Bronze,West,SMS,1,1,0.011153561576976752,Active
6785,2024-08-04,239,Bronze,South,SMS,1,1,0.007257659178027233,Warm
6786,2022-11-05,877,Gold,South,Email,1,0,0.019387052586170034,Warm
6787,2023-08-14,595,Silver,West,Email,1,1,0.016711101973225527,Lapsed
6788,2025-02-05,54,Silver,West,Email,1,1,0.01156626558510752,New
6789,2024-07-29,245,Bronze,North,SMS,1,1,0.012572066260780002,Active
6790,2023-05-27,674,Bronze,North,Push,0,1,0.010761100190798147,Lapsed
6791,2023-02-10,780,Bronze,North,Push,1,0,0.01186445834908566,Warm
6792,2022-12-16,836,Gold,South,Email,0,1,0.01933496089981888,Warm
6793,2023-02-20,770,Silver,West,Email,0,0,0.013519149502551663,Warm
6794,2024-12-26,95,Bronze,North,Email,1,1,0.007127044450667337,Lapsed
6795,2023-06-06,664,Bronze,East,Email,1,0,0.010801181176125422,Lapsed
6796,2024-11-26,125,Bronze,North,Email,1,1,0.008212743091509406,Lapsed
6797,2024-12-25,96,Bronze,North,SMS,1,1,0.0071248143055104955,Lapsed
6798,2023-07-08,632,Silver,East,Email,1,0,0.017635977904887214,Warm
6799,2024-01-10,446,Bronze,East,Email,1,1,0.01136439399578131,Lapsed
6800,2023-08-16,593,Gold,South,SMS,0,0,0.020565648319237708,Lapsed
6801,2023-02-20,770,Silver,South,Email,1,1,0.013816216066511263,Warm
6802,2025-01-01,89,Gold,South,Email,1,0,0.011282504508417134,New
6803,2023-11-29,488,Gold,West,SMS,1,1,0.02148643367360496,Lapsed
6804,2023-03-07,755,Gold,West,Email,1,0,0.014646282220678049,Warm
6805,2024-02-12,413,Platinum,East,SMS,1,1,0.022516415495364563,Lapsed
6806,2023-12-02,485,Bronze,West,SMS,0,1,0.006807266821407199,Warm
6807,2023-12-24,463,Bronze,East,SMS,1,0,0.01277412457555202,Lapsed
6808,2023-01-02,819,Bronze,North,Push,1,0,0.008123755808728565,Warm
6809,2025-01-17,73,Silver,South,Email,1,0,0.008131188395822655,New
6810,2023-01-28,793,Silver,West,Email,1,0,0.017205795327011306,Lapsed
6811,2023-03-22,740,Bronze,East,SMS,1,1,0.008634367546083233,Lapsed
6812,2023-03-26,736,Gold,West,SMS,1,1,0.020674745772729593,Warm
6813,2024-03-08,388,Gold,East,Email,0,0,0.0215815655364998,Lapsed
6814,2023-12-09,478,Silver,West,Email,1,0,0.018094969664249314,Warm
6815,2024-04-14,351,Bronze,West,Email,1,1,0.011008047227132844,Lapsed
6816,2024-07-26,248,Bronze,West,Email,1,0,0.012214362286380728,Warm
6817,2023-01-30,791,Silver,West,Email,1,0,0.016419112609245733,Lapsed
6818,2023-12-17,470,Bronze,South,Email,1,1,0.008926336140795032,Lapsed
6819,2023-06-11,659,Silver,East,SMS,1,1,0.012261676071663462,Warm
6820,2024-12-04,117,Bronze,North,Email,0,1,0.00856213899954515,Lapsed
6821,2023-04-15,716,Bronze,West,SMS,1,1,0.011631463604509385,Lapsed
6822,2023-08-06,603,Bronze,East,Email,1,0,0.014441273280355545,Warm
6823,2022-10-16,897,Silver,North,SMS,1,0,0.016540112301934865,Lapsed
6824,2024-11-05,146,Bronze,South,Email,0,1,0.009821890584077326,Warm
6825,2023-11-18,499,Platinum,North,Email,1,1,0.025642945368033448,Warm
6826,2023-12-13,474,Bronze,South,Email,0,0,0.010705082489888655,Warm
6827,2023-11-19,498,Gold,North,Email,1,1,0.018461265568668523,Lapsed
6828,2025-01-13,77,Bronze,West,SMS,1,1,0.005638331824210072,New
6829,2024-01-15,441,Bronze,East,Email,1,1,0.011655880109351506,Lapsed
6830,2024-06-14,290,Platinum,West,Push,1,0,0.02066192708261768,Lapsed
6831,2023-09-11,567,Silver,North,Email,1,1,0.012986382434259562,Warm
6832,2024-08-12,231,Silver,South,Email,1,0,0.010438801407555631,Lapsed
6833,2024-02-17,408,Silver,West,Email,1,1,0.011461846660470428,Lapsed
6834,2023-09-09,569,Bronze,East,SMS,1,1,0.01356105273603029,Lapsed
6835,2025-01-05,85,Gold,North,Email,1,1,0.014860764833694223,New
6836,2023-04-17,714,Bronze,West,Email,0,1,0.0130884136748797,Lapsed
6837,2023-06-18,652,Gold,North,Email,1,1,0.018707709000286715,Warm
6838,2025-01-11,79,Gold,North,SMS,1,0,0.013881700316136815,New
6839,2025-01-04,86,Gold,East,SMS,1,0,0.012852756633640725,New
6840,2023-02-21,769,Silver,East,Email,1,1,0.014436788857603668,Warm
6841,2024-06-28,276,Silver,East,Email,1,1,0.01592812625369428,Lapsed
6842,2023-02-12,778,Silver,North,SMS,1,1,0.01738666399393787,Lapsed
6843,2023-12-23,464,Bronze,North,Email,0,1,0.01266088562658926,Warm
6844,2024-05-08,327,Gold,South,Email,1,1,0.016033310815954806,Lapsed
6845,2024-07-07,267,Silver,South,SMS,1,0,0.011169157446479387,Lapsed
6846,2023-08-06,603,Bronze,North,Email,1,1,0.012866719833491781,Warm
6847,2024-11-26,125,Gold,East,Email,1,0,0.01880855455672598,Warm
6848,2024-03-16,380,Bronze,West,Email,1,1,0.010059492242470975,Lapsed
6849,2024-05-05,330,Gold,West,Email,1,0,0.015069735303847604,Lapsed
6850,2024-10-18,164,Gold,West,Push,1,1,0.014875321655747608,Lapsed
6851,2024-04-29,336,Bronze,North,Push,0,0,0.010875822960710655,Lapsed
6852,2023-11-28,489,Bronze,East,SMS,1,0,0.013483703106094563,Active
6853,2023-07-21,619,Silver,West,Email,1,1,0.01687412323233433,Lapsed
6854,2024-12-16,105,Bronze,North,SMS,1,1,0.008928137509205174,Warm
6855,2023-02-02,788,Platinum,North,Push,1,1,0.023303383974154063,Lapsed
6856,2023-01-27,794,Bronze,North,Email,1,0,0.012520106891759124,Lapsed
6857,2023-07-08,632,Bronze,East,Email,1,1,0.008082164379569974,Warm
6858,2022-12-18,834,Bronze,West,Push,1,1,0.012918954324582142,Lapsed
6859,2024-02-23,402,Gold,South,SMS,1,0,0.015076322797094786,Lapsed
6860,2023-03-18,744,Silver,East,Push,0,0,0.015469923156391672,Warm
6861,2023-06-08,662,Gold,East,Push,1,1,0.01973252680804609,Warm
6862,2023-10-29,519,Platinum,West,Email,1,1,0.026028772827177204,Lapsed
6863,2024-09-26,186,Silver,South,Email,1,0,0.009653557347686073,Lapsed
6864,2023-11-02,515,Bronze,East,Email,0,0,0.007561617769792271,Warm
6865,2023-01-07,814,Bronze,West,Email,1,0,0.01158403280279016,Lapsed
6866,2022-10-27,886,Gold,West,Email,1,1,0.022087862912037848,Lapsed
6867,2024-02-06,419,Bronze,South,Email,1,1,0.012893039191514022,Lapsed
6868,2024-07-29,245,Gold,North,Email,1,1,0.01660040597293397,Lapsed
6869,2023-05-21,680,Gold,West,SMS,1,1,0.022685929189447476,Lapsed
6870,2024-12-25,96,Silver,West,Email,1,0,0.011381469822134681,Lapsed
6871,2024-10-21,161,Silver,North,Push,1,1,0.013092171556463857,Lapsed
6872,2023-10-30,518,Gold,North,Email,1,1,0.022015884398593758,Lapsed
6873,2022-10-22,891,Silver,North,Email,1,1,0.012836430958355245,Lapsed
6874,2024-05-19,316,Silver,East,Push,1,1,0.01077077900422872,Warm
6875,2024-02-10,415,Bronze,South,Push,1,0,0.008112577574296285,Warm
6876,2024-05-25,310,Silver,North,Email,1,0,0.012690452255436083,Warm
6877,2024-02-12,413,Bronze,West,Email,0,0,0.00948121374971829,Lapsed
6878,2025-02-23,36,Gold,North,Email,1,1,0.013538832722409116,New
6879,2023-10-01,547,Silver,West,SMS,1,1,0.015407425172764605,Lapsed
6880,2023-09-30,548,Gold,South,Email,1,1,0.01857165060748864,Warm
6881,2024-05-31,304,Bronze,South,Email,1,1,0.011956069436906223,Lapsed
6882,2024-07-15,259,Gold,West,Email,1,1,0.018839099053434012,Warm
6883,2023-05-09,692,Bronze,North,Email,1,0,0.01114447516495068,Active
6884,2024-09-19,193,Silver,North,SMS,1,0,0.014767861291192152,Warm
6885,2025-01-20,70,Bronze,South,Email,1,0,0.012474868472159364,New
6886,2025-01-25,65,Gold,East,Push,1,1,0.014060532635376873,New
6887,2023-01-24,797,Silver,East,Email,1,1,0.013485832817471366,Active
6888,2024-04-19,346,Bronze,West,Push,1,0,0.009332741099131577,Warm
6889,2024-12-03,118,Bronze,West,Push,1,1,0.009693723235580872,Warm
6890,2023-01-27,794,Bronze,North,Email,1,1,0.010454079116320479,Lapsed
6891,2024-10-23,159,Bronze,North,Email,0,1,0.007391453226004107,Warm
6892,2024-05-13,322,Bronze,East,Email,1,1,0.00950649983669518,Lapsed
6893,2025-02-12,47,Silver,West,Push,1,1,0.012323005324944838,New
6894,2023-07-20,620,Bronze,South,Email,1,1,0.011839482264259604,Lapsed
6895,2023-07-02,638,Bronze,South,Email,1,1,0.013501977187245237,Warm
6896,2023-05-13,688,Silver,North,Email,1,1,0.013526347228016497,Lapsed
6897,2024-07-16,258,Bronze,West,Push,1,0,0.008574864699214028,Warm
6898,2024-05-20,315,Bronze,North,Push,1,0,0.00855216474593215,Warm
6899,2022-12-06,846,Gold,East,Email,1,1,0.018532784379878105,Warm
6900,2023-03-18,744,Bronze,North,Email,1,1,0.011592400650336428,Lapsed
6901,2025-01-28,62,Silver,East,SMS,1,1,0.011219285500462218,New
6902,2023-07-09,631,Gold,South,SMS,1,1,0.018075783899367957,Warm
6903,2023-03-25,737,Silver,East,SMS,1,1,0.016669448280218456,Lapsed
6904,2023-11-01,516,Silver,North,SMS,1,0,0.0134678148785988,Lapsed
6905,2023-08-23,586,Silver,North,SMS,1,1,0.017981071232955653,Lapsed
6906,2025-03-01,30,Gold,North,Email,1,1,0.0126426797941608,New
6907,2025-02-03,56,Gold,West,Email,1,1,0.016144643200415705,New
6908,2025-01-30,60,Bronze,East,SMS,1,0,0.009927999152856148,New
6909,2024-10-14,168,Silver,North,SMS,1,0,0.009909424037066605,Warm
6910,2022-10-21,892,Gold,South,Email,1,1,0.019017360634379803,Warm
6911,2023-08-28,581,Gold,South,Email,1,1,0.018496641178036052,Lapsed
6912,2023-04-21,710,Bronze,North,Email,1,0,0.010920570757038834,Lapsed
6913,2024-06-17,287,Bronze,West,Push,1,0,0.010794907018067398,Warm
6914,2022-12-07,845,Silver,South,Email,1,0,0.014965319184747333,Lapsed
6915,2024-09-09,203,Bronze,East,Email,1,0,0.007710340049273157,Lapsed
6916,2023-01-06,815,Silver,East,Email,1,0,0.014335563390952065,Lapsed
6917,2025-02-03,56,Silver,West,Push,1,1,0.012691498432332856,New
6918,2025-02-12,47,Bronze,East,Email,1,0,0.004450530170613878,New
6919,2024-12-23,98,Bronze,North,Email,1,1,0.007546180857037652,Warm
6920,2023-04-13,718,Gold,North,Email,1,1,0.023046999794489077,Lapsed
6921,2024-07-20,254,Gold,South,Email,1,1,0.01429317708694375,Active
6922,2024-02-03,422,Gold,North,Email,0,0,0.020135246462783606,Warm
6923,2024-01-16,440,Gold,South,Email,1,1,0.01843041097516661,Lapsed
6924,2023-04-15,716,Gold,West,SMS,1,1,0.020366094208107664,Warm
6925,2024-05-02,333,Silver,North,SMS,1,1,0.01390957526426917,Warm
6926,2025-02-24,35,Bronze,East,Email,0,0,0.004413557816617299,New
6927,2024-03-30,366,Gold,North,SMS,1,1,0.018079784011796364,Warm
6928,2024-06-24,280,Silver,North,SMS,0,1,0.012880762574560351,Lapsed
6929,2023-06-05,665,Bronze,North,Email,0,1,0.015514864848952186,Warm
6930,2023-05-18,683,Platinum,North,Email,1,1,0.02294600528666947,Warm
6931,2024-12-11,110,Bronze,South,SMS,1,1,0.00215499537553499,Warm
6932,2023-04-12,719,Gold,West,Email,1,1,0.02388411511292706,Lapsed
6933,2024-12-30,91,Silver,East,Email,1,1,0.01165489985649913,Lapsed
6934,2023-09-09,569,Bronze,North,Email,1,1,0.011922600185316549,Lapsed
6935,2024-03-28,368,Gold,North,SMS,0,1,0.018512114063165303,Lapsed
6936,2024-06-12,292,Silver,West,Email,0,0,0.010520020396858698,Warm
6937,2024-01-06,450,Silver,North,Email,1,1,0.018512004911687262,Lapsed
6938,2024-06-04,300,Silver,South,Email,1,1,0.01188971805276622,Lapsed
6939,2023-04-11,720,Bronze,West,Email,1,0,0.01004744512548347,Lapsed
6940,2022-11-11,871,Bronze,East,SMS,1,1,0.015662631092568033,Warm
6941,2023-03-23,739,Bronze,North,SMS,1,0,0.011837546603987776,Lapsed
6942,2024-02-13,412,Bronze,East,Push,1,0,0.012085831765253928,Warm
6943,2023-12-20,467,Bronze,South,Email,1,0,0.014592073830540847,Lapsed
6944,2024-02-07,418,Silver,East,Email,0,0,0.014733761650761519,Active
6945,2023-04-11,720,Bronze,North,Email,1,1,0.01166151410964381,Warm
6946,2023-11-07,510,Silver,West,Push,1,0,0.01454331685420627,Lapsed
6947,2024-01-19,437,Bronze,East,Email,1,1,0.010619152724891919,Lapsed
6948,2024-03-10,386,Bronze,North,Push,1,0,0.013054127654660408,Lapsed
6949,2024-04-09,356,Gold,East,SMS,1,1,0.017265647524352275,Lapsed
6950,2023-11-07,510,Platinum,South,Email,1,0,0.023883579629296145,Warm
6951,2023-07-11,629,Gold,West,Email,1,1,0.019915676368455804,Active
6952,2024-02-19,406,Bronze,North,Push,1,1,0.012251044066624202,Warm
6953,2023-03-31,731,Silver,South,Email,1,0,0.016802108396166023,Active
6954,2023-03-13,749,Bronze,West,Email,1,0,0.010991595967333258,Lapsed
