campaign_id,customer_id,exposed_flag,holdout_flag,converted_flag,revenue_in_window,segment_name,lifecycle,loyalty_tier,region,baseline_buy_prob_daily
C002,12151,1,0,1,47.38,Lapsed | Platinum,Lapsed,Platinum,East,0.0173566922400504
C002,12152,1,0,1,23.43,Lapsed | Gold,Lapsed,Gold,East,0.023845011874341
C002,12154,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.016558851627919
C002,12155,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0170803165169392
C002,12156,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0171968296308453
C002,12158,1,0,0,0.0,New | Gold,New,Gold,East,0.0141073971243263
C002,12159,1,0,0,0.0,Warm | Bronze,Warm,Bronze,West,0.0095829812654788
C002,12163,1,0,1,14.37,Lapsed | Silver,Lapsed,Silver,South,0.0117001579465658
C002,12166,1,0,1,16.35,Lapsed | Bronze,Lapsed,Bronze,East,0.0127602860581611
C002,12168,1,0,1,11.22,Lapsed | Silver,Lapsed,Silver,North,0.0124963201237942
C002,12174,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0194411089993667
C002,12175,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0109236560498888
C002,12177,1,0,1,13.17,Lapsed | Bronze,Lapsed,Bronze,North,0.0144206570641792
C002,12178,1,0,0,0.0,Active | Silver,Active,Silver,East,0.015956852111151
C002,12189,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0156071670625192
C002,12190,1,0,1,9.64,Lapsed | Silver,Lapsed,Silver,East,0.0107680231010546
C002,12191,1,0,0,0.0,Warm | Silver,Warm,Silver,West,0.0172379086380929
C002,12192,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0080210514834115
C002,12194,1,0,0,0.0,New | Bronze,New,Bronze,East,0.0099898278746122
C002,12196,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0073303818554531
C002,12197,1,0,0,0.0,New | Platinum,New,Platinum,North,0.0149288164445047
C002,12198,1,0,1,12.09,Warm | Platinum,Warm,Platinum,West,0.0242606162224244
C002,12199,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0103438887622643
C002,12202,1,0,1,17.8,Lapsed | Bronze,Lapsed,Bronze,North,0.0100601009678454
C002,12203,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0073270373591062
C002,12208,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0109379614600912
C002,12210,1,0,1,40.91,Lapsed | Bronze,Lapsed,Bronze,South,0.01162179812103
C002,12211,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0215730886184437
C002,12212,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0191244693346026
C002,12213,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0114174581574862
C002,12214,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0231993588313618
C002,12216,1,0,1,14.38,Lapsed | Silver,Lapsed,Silver,North,0.0118351898028423
C002,12219,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0145519051445119
C002,12221,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0148791754268052
C002,12223,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0114501511328221
C002,12224,1,0,0,0.0,Warm | Silver,Warm,Silver,East,0.0200968569203111
C002,12225,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0104331249259854
C002,12227,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0072587416740367
C002,12228,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0198524625279092
C002,12231,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0117807588606021
C002,12233,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0103595069666632
C002,12237,1,0,0,0.0,Warm | Silver,Warm,Silver,East,0.0194404297603569
C002,12238,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0118016485567301
C002,12239,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0127480515241452
C002,12241,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0125968742237288
C002,12246,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0190088609604749
C002,12249,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0137327632369494
C002,12250,1,0,1,57.19,New | Bronze,New,Bronze,East,0.010388775370041
C002,12253,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0146470060328927
C002,12254,1,0,0,0.0,Warm | Silver,Warm,Silver,East,0.0138054334457395
C002,12258,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0107974429766939
C002,12261,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0058875635671133
C002,12262,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0176661310355693
C002,12263,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0104671077100756
C002,12265,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0074257478788473
C002,12276,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0117744044183989
C002,12280,1,0,1,14.42,Lapsed | Bronze,Lapsed,Bronze,West,0.0099350447191688
C002,12281,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0173026684229728
C002,12283,1,0,1,9.11,Lapsed | Silver,Lapsed,Silver,North,0.017136309111981
C002,12284,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0074548360037757
C002,12285,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0152295621451827
C002,12286,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0121715461415771
C002,12289,1,0,1,12.79,Warm | Bronze,Warm,Bronze,North,0.0112315354613251
C002,12290,0,1,0,0.0,Warm | Silver,Warm,Silver,West,0.0147926964432345
C002,12293,1,0,0,0.0,Lapsed | Platinum,Lapsed,Platinum,North,0.0191012958423363
C002,12294,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,East,0.0245651497493568
C002,12296,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0121427555839127
C002,12297,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0135872889009784
C002,12298,1,0,0,0.0,Warm | Silver,Warm,Silver,South,0.0126604606922656
C002,12300,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.013432317133675
C002,12304,1,0,1,10.9,Lapsed | Bronze,Lapsed,Bronze,North,0.0138059101997891
C002,12305,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0081981637524487
C002,12307,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0153184590631358
C002,12308,1,0,1,42.98,Lapsed | Bronze,Lapsed,Bronze,West,0.0120616607756913
C002,12313,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0184992353883417
C002,12315,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0193764414748196
C002,12317,1,0,0,0.0,Warm | Silver,Warm,Silver,North,0.0090785926037239
C002,12320,1,0,0,0.0,Lapsed | Platinum,Lapsed,Platinum,East,0.0255743558268479
C002,12322,1,0,1,14.34,Lapsed | Bronze,Lapsed,Bronze,North,0.013442227596168
C002,12324,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0104551424887762
C002,12325,1,0,1,16.2,Lapsed | Gold,Lapsed,Gold,North,0.0199989325760935
C002,12329,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0067201768589083
C002,12332,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.010575650137068
C002,12334,1,0,1,15.27,Warm | Bronze,Warm,Bronze,South,0.0125329591389106
C002,12337,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0116166853530799
C002,12338,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0203499960307025
C002,12339,1,0,0,0.0,New | Silver,New,Silver,South,0.0103285552745836
C002,12341,1,0,0,0.0,Warm | Silver,Warm,Silver,South,0.0136860362836659
C002,12342,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0110702184678892
C002,12344,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0150565276095778
C002,12346,1,0,1,18.15,Warm | Silver,Warm,Silver,South,0.014252194952536
C002,12347,0,1,1,23.5,Lapsed | Gold,Lapsed,Gold,East,0.0182270889993913
C002,12352,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0130802551459216
C002,12353,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0098148247372307
C002,12357,1,0,0,0.0,Warm | Silver,Warm,Silver,East,0.0151407592302433
C002,12358,1,0,1,23.43,Warm | Bronze,Warm,Bronze,East,0.0109140732866651
C002,12359,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0138578573027795
C002,12363,0,1,0,0.0,Warm | Gold,Warm,Gold,South,0.0227215053602298
C002,12368,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0126575826868287
C002,12370,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.003667050259952
C002,12374,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0122770571914113
C002,12376,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0174134611804884
C002,12379,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0194408383339469
C002,12384,1,0,1,40.37,Lapsed | Gold,Lapsed,Gold,West,0.0163705887748699
C002,12385,1,0,0,0.0,Warm | Gold,Warm,Gold,North,0.0217283387108962
C002,12387,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0147944982427548
C002,12389,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.006467383719755
C002,12393,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.015380253418182
C002,12394,1,0,1,25.37,Lapsed | Gold,Lapsed,Gold,South,0.0189303512968754
C002,12396,1,0,1,17.73,Lapsed | Silver,Lapsed,Silver,East,0.0093835840049706
C002,12397,0,1,1,23.51,Lapsed | Bronze,Lapsed,Bronze,North,0.0127308681079637
C002,12398,1,0,1,22.96,Lapsed | Gold,Lapsed,Gold,West,0.0185515255080465
C002,12400,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0146961570638946
C002,12403,1,0,1,12.17,Lapsed | Bronze,Lapsed,Bronze,South,0.0137717597098612
C002,12405,0,1,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0106342201611638
C002,12407,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0105996511306462
C002,12410,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0057064035730298
C002,12412,1,0,0,0.0,Warm | Bronze,Warm,Bronze,West,0.0128729048317782
C002,12413,1,0,0,0.0,Active | Bronze,Active,Bronze,West,0.0117884294096304
C002,12414,1,0,1,8.4,Lapsed | Silver,Lapsed,Silver,East,0.0118260538637021
C002,12415,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0074392878716907
C002,12416,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0148007892505758
C002,12418,1,0,0,0.0,New | Bronze,New,Bronze,South,0.005331377319639
C002,12423,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0155727966784883
C002,12425,1,0,1,55.44,Lapsed | Gold,Lapsed,Gold,West,0.0172023705373249
C002,12426,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0142693101659143
C002,12428,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0140412450006363
C002,12429,1,0,1,20.29,Lapsed | Bronze,Lapsed,Bronze,North,0.0095478948435051
C002,12432,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0078238506216282
C002,12434,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0191464693413703
C002,12435,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0193542536889093
C002,12438,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0155770801489851
C002,12439,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0137283778654668
C002,12441,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0188381812597223
C002,12442,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0156464844065122
C002,12443,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0141837178002304
C002,12444,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0080890991275563
C002,12446,1,0,1,10.98,Lapsed | Bronze,Lapsed,Bronze,North,0.009684349705619
C002,12448,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0122453284864508
C002,12450,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0110217507303839
C002,12452,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0149426879007508
C002,12453,1,0,0,0.0,Active | Bronze,Active,Bronze,North,0.0158288034306283
C002,12455,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0100422100362318
C002,12456,1,0,1,94.31,Lapsed | Silver,Lapsed,Silver,South,0.0179597486828142
C002,12460,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0120587545868772
C002,12461,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0115281421026017
C002,12463,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0177645164708628
C002,12465,1,0,1,41.71,Lapsed | Silver,Lapsed,Silver,North,0.0159875299759194
C002,12468,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0155636094098821
C002,12469,1,0,0,0.0,Active | Gold,Active,Gold,South,0.0179522791011412
C002,12472,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.011908305640519
C002,12473,1,0,1,18.21,Lapsed | Gold,Lapsed,Gold,East,0.0230802247671654
C002,12475,1,0,0,0.0,Active | Bronze,Active,Bronze,North,0.012464003466381
C002,12476,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0177923027033838
C002,12477,1,0,1,57.540000000000006,Lapsed | Silver,Lapsed,Silver,North,0.0121517840675163
C002,12478,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0124181104440906
C002,12479,1,0,1,53.23,Lapsed | Silver,Lapsed,Silver,North,0.0155490749362206
C002,12480,1,0,1,51.11,Lapsed | Gold,Lapsed,Gold,North,0.0225366497943678
C002,12482,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.014986024766165
C002,12484,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0099140950082521
C002,12486,1,0,0,0.0,New | Silver,New,Silver,East,0.0098714879638515
C002,12488,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0196089471937211
C002,12491,1,0,0,0.0,Lapsed | Platinum,Lapsed,Platinum,South,0.0217523540144538
C002,12492,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0096115216779244
C002,12493,1,0,1,27.17,Lapsed | Bronze,Lapsed,Bronze,East,0.0094931257556717
C002,12495,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0119967786503458
C002,12496,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.014877503667721
C002,12497,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0076453297331131
C002,12502,1,0,0,0.0,Lapsed | Platinum,Lapsed,Platinum,South,0.0237465235525743
C002,12504,1,0,1,11.91,Lapsed | Bronze,Lapsed,Bronze,North,0.0065198373089184
C002,12505,1,0,0,0.0,Warm | Silver,Warm,Silver,East,0.0145386346791828
C002,12506,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0072118799147593
C002,12510,1,0,0,0.0,Warm | Silver,Warm,Silver,North,0.0174305659585032
C002,12512,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0126854150876217
C002,12517,0,1,1,36.18,Lapsed | Silver,Lapsed,Silver,West,0.0115735547064097
C002,12520,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0110121466733763
C002,12522,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0176065835015992
C002,12523,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0167440809599684
C002,12525,1,0,1,20.06,Lapsed | Silver,Lapsed,Silver,East,0.0173190493641829
C002,12527,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0221673287388394
C002,12531,1,0,0,0.0,Warm | Gold,Warm,Gold,East,0.0219883244208057
C002,12532,1,0,1,48.34,Lapsed | Bronze,Lapsed,Bronze,South,0.0071208409394079
C002,12533,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0115086363296197
C002,12534,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0083471623238811
C002,12535,1,0,0,0.0,Warm | Bronze,Warm,Bronze,West,0.0045244603480206
C002,12536,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0155716247155865
C002,12537,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0134320872654979
C002,12538,1,0,0,0.0,New | Gold,New,Gold,East,0.014708988655823
C002,12539,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0078347623725484
C002,12541,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0059899530053194
C002,12543,1,0,1,9.34,New | Silver,New,Silver,North,0.0129473565406328
C002,12545,1,0,1,4.69,Lapsed | Bronze,Lapsed,Bronze,East,0.0105763451272595
C002,12546,1,0,1,32.66,Warm | Platinum,Warm,Platinum,South,0.0197787381910228
C002,12547,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0114001871910481
C002,12550,1,0,0,0.0,New | Silver,New,Silver,East,0.0083506699546686
C002,12552,0,1,0,0.0,Lapsed | Platinum,Lapsed,Platinum,South,0.0240491771443181
C002,12555,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0118286507846101
C002,12556,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0197972237778094
C002,12557,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0116575039765392
C002,12558,1,0,1,55.78,Lapsed | Gold,Lapsed,Gold,South,0.0200747383970648
C002,12561,1,0,1,21.56,Lapsed | Gold,Lapsed,Gold,North,0.0116517192985079
C002,12563,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0122789099913189
C002,12567,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0116762432415014
C002,12568,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0047104821534922
C002,12572,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0172034048716814
C002,12573,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0084831076328311
C002,12574,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0154055947353239
C002,12575,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0092799932780457
C002,12577,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.008264321737488
C002,12580,1,0,1,28.43,Lapsed | Silver,Lapsed,Silver,North,0.0144872474081992
C002,12581,1,0,1,6.77,Lapsed | Bronze,Lapsed,Bronze,East,0.0127273089465374
C002,12582,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0086463337237233
C002,12584,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0193569072740587
C002,12587,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0146049820213894
C002,12590,1,0,1,11.48,Lapsed | Bronze,Lapsed,Bronze,North,0.0113277525696254
C002,12592,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0107863084132051
C002,12593,1,0,1,35.39,Lapsed | Bronze,Lapsed,Bronze,West,0.0069956101108249
C002,12594,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0135662071620603
C002,12600,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,East,0.0161627917467998
C002,12602,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0111606520403139
C002,12605,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0155562936710974
C002,12610,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0148117224335779
C002,12611,1,0,0,0.0,Warm | Silver,Warm,Silver,North,0.0167588588734343
C002,12613,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0093000263288307
C002,12619,1,0,0,0.0,New | Bronze,New,Bronze,West,0.0072881180557446
C002,12620,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0121093293731803
C002,12621,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0129889391335267
C002,12624,1,0,0,0.0,Warm | Gold,Warm,Gold,West,0.017970767745253
C002,12628,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0146457298728896
C002,12630,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0162434305602345
C002,12637,1,0,1,21.32,Lapsed | Silver,Lapsed,Silver,West,0.0155014949360758
C002,12639,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,East,0.0204380904863995
C002,12640,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0182456327165191
C002,12641,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0093955110664933
C002,12644,0,1,1,8.37,Lapsed | Silver,Lapsed,Silver,West,0.0126799058421625
C002,12646,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0131971599076664
C002,12648,1,0,1,18.24,Lapsed | Bronze,Lapsed,Bronze,West,0.0072203188904057
C002,12649,1,0,1,83.07,Lapsed | Platinum,Lapsed,Platinum,North,0.023166710712391
C002,12657,1,0,1,6.09,Lapsed | Bronze,Lapsed,Bronze,North,0.0088615167256274
C002,12660,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0157325796489325
C002,12663,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0143990505978979
C002,12665,1,0,1,17.27,Lapsed | Gold,Lapsed,Gold,South,0.0155399727784212
C002,12667,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0146459009233655
C002,12668,1,0,1,17.44,Warm | Silver,Warm,Silver,North,0.0164377579751594
C002,12669,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.01162784499203
C002,12670,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0103031556480421
C002,12671,1,0,1,21.87,Lapsed | Bronze,Lapsed,Bronze,South,0.0136279736776232
C002,12673,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0106677998421535
C002,12674,0,1,0,0.0,Lapsed | Platinum,Lapsed,Platinum,West,0.0204872757536853
C002,12675,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0108806906331368
C002,12680,1,0,1,17.810000000000002,Lapsed | Bronze,Lapsed,Bronze,North,0.0102531184351679
C002,12683,1,0,1,74.6,Warm | Bronze,Warm,Bronze,North,0.0156545392841812
C002,12684,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0117298050699442
C002,12685,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0158591612279026
C002,12688,1,0,1,33.51,Lapsed | Silver,Lapsed,Silver,South,0.0123944903454326
C002,12689,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0187581405061887
C002,12691,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0114494544588247
C002,12693,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0122006153653559
C002,12694,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0203144096935509
C002,12696,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0140479022257903
C002,12699,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0101819378161789
C002,12700,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0096715064034158
C002,12701,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0131954865330119
C002,12706,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0094938565216023
C002,12707,1,0,1,26.78,Lapsed | Bronze,Lapsed,Bronze,East,0.0117442144661671
C002,12708,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,East,0.0169450642216729
C002,12711,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0077978521591566
C002,12713,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0079439793337368
C002,12714,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0107830513417504
C002,12715,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0063139608904083
C002,12716,0,1,0,0.0,Warm | Bronze,Warm,Bronze,East,0.014693690358039
C002,12719,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0135687256379583
C002,12720,1,0,1,7.16,Lapsed | Bronze,Lapsed,Bronze,West,0.0106438257451119
C002,12724,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0119318334571492
C002,12726,1,0,0,0.0,Lapsed | Platinum,Lapsed,Platinum,North,0.0246463776560614
C002,12729,0,1,1,33.02,Warm | Gold,Warm,Gold,East,0.0200514117860302
C002,12731,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0212711011222969
C002,12732,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0155722838971902
C002,12733,1,0,1,51.89,Lapsed | Silver,Lapsed,Silver,West,0.01704294232224
C002,12736,1,0,0,0.0,Warm | Gold,Warm,Gold,South,0.016184353966444
C002,12737,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0134802101838403
C002,12742,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0185140672684237
C002,12743,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0119028797902434
C002,12747,1,0,0,0.0,Warm | Silver,Warm,Silver,North,0.0140374898904247
C002,12748,1,0,0,0.0,Warm | Gold,Warm,Gold,West,0.0226660702394914
C002,12750,1,0,0,0.0,Lapsed | Platinum,Lapsed,Platinum,South,0.0164707987094458
C002,12752,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0112495701563698
C002,12753,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0181506294298048
C002,12754,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0090045303871397
C002,12756,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0106153962334848
C002,12757,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0117774296590125
C002,12761,1,0,1,9.09,Lapsed | Bronze,Lapsed,Bronze,South,0.012527661982687
C002,12764,0,1,1,55.94,Warm | Gold,Warm,Gold,West,0.0242234640018412
C002,12766,1,0,1,36.86,Warm | Silver,Warm,Silver,West,0.0170014151853496
C002,12767,0,1,1,13.52,Lapsed | Platinum,Lapsed,Platinum,West,0.0217536369568501
C002,12768,1,0,0,0.0,Active | Silver,Active,Silver,West,0.0128361050183351
C002,12772,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0158650113891322
